images,pilltype_id,label_code_id,prod_code_id,is_ref,is_front,is_new,image_path,label,Name,Imprint,Color,Shape,Strength
3406.jpg,51285-0091-58_8F2DC79E,51285,91,False,False,False,fcn_mix_weight/dc_224/3406.jpg,51285-0091-58_8F2DC79E,Nordette-28,404 N; 405 N,Orange; Pink,Round,inert; ethinyl estradiol 0.03 mg / levonorgestrel 0.15 mg
3407.jpg,00555-9032-70_562FAB1D,555,9032,False,True,False,fcn_mix_weight/dc_224/3407.jpg,00555-9032-70_562FAB1D,Tri-Legest Fe,b 247; b 713; b 712; b 711,Yellow; Brown; Blue; Pink,Round,ethinyl estradiol 0.035 mg / norethindrone 1 mg; ferrous fumarate 75 mg; ethinyl estradiol 0.03 mg / norethindrone 1 mg; ethinyl estradiol 0.02 mg / norethindrone 1 mg
3408.jpg,50111-0459-01_1C300E70,50111,459,False,False,False,fcn_mix_weight/dc_224/3408.jpg,50111-0459-01_1C300E70,Theophylline Extended-Release,PLIVA 459; SL 459,White,Capsule-shape,300 mg
3409.jpg,00093-7386-56_092F84AC,93,7386,False,True,False,fcn_mix_weight/dc_224/3409.jpg,00093-7386-56_092F84AC,Venlafaxine Hydrochloride Extended-Release,93 7386 93 7386,Orange,Capsule-shape,150 mg
341.jpg,00555-1021-01_D52B6AEB,555,1021,False,True,False,fcn_mix_weight/dc_224/341.jpg,00555-1021-01_D52B6AEB,,,,,
3410.jpg,00093-5117-98_522D2929,93,5117,False,True,False,fcn_mix_weight/dc_224/3410.jpg,00093-5117-98_522D2929,Diltiazem Hydrochloride Extended-Release (CD),BVF 180 BVF 180,Green,Capsule-shape,180 mg
3411.jpg,13811-0583-30_911DC8BE,13811,583,False,False,False,fcn_mix_weight/dc_224/3411.jpg,13811-0583-30_911DC8BE,,,,,
3412.jpg,00555-0861-02_482F2419,555,861,False,False,False,fcn_mix_weight/dc_224/3412.jpg,00555-0861-02_482F2419,Flecainide Acetate,b 861 150,White,Oval,150 mg
3414.jpg,00093-1063-01_A029D07E,93,1063,False,True,False,fcn_mix_weight/dc_224/3414.jpg,00093-1063-01_A029D07E,Sotalol Hydrochloride,93 63,White,Oval,240 mg
3415.jpg,00009-7663-04_FD12FEA7,9,7663,False,True,False,fcn_mix_weight/dc_224/3415.jpg,00009-7663-04_FD12FEA7,Aromasin,7663,Gray,Round,25 mg
3416.jpg,00093-1026-06_8129C0EE,93,1026,False,False,False,fcn_mix_weight/dc_224/3416.jpg,00093-1026-06_8129C0EE,Nefazodone Hydrochloride,93 1026,White,Oval,250 mg
3417.jpg,00781-5181-01_6C23B66D,781,5181,False,True,False,fcn_mix_weight/dc_224/3417.jpg,00781-5181-01_6C23B66D,Levothyroxine Sodium,GG 332 50,White,Capsule-shape,50 mcg (0.05 mg)
3418.jpg,00555-0873-02_BA305D62,555,873,False,True,False,fcn_mix_weight/dc_224/3418.jpg,00555-0873-02_BA305D62,Medroxyprogesterone Acetate,b 555 873,White,Round,5 mg
3419.jpg,00093-0734-01_6C2B3609,93,734,False,True,False,fcn_mix_weight/dc_224/3419.jpg,00093-0734-01_6C2B3609,Metoprolol Tartrate,93 734,Blue,Round,100 mg
3421.jpg,50111-0308-01_1D268ED4,50111,308,False,True,False,fcn_mix_weight/dc_224/3421.jpg,50111-0308-01_1D268ED4,Hydroxyzine Hydrochloride,08 PA,White,Round,25 mg
3423.jpg,00093-5125-01_342D9A0C,93,5125,False,True,False,fcn_mix_weight/dc_224/3423.jpg,00093-5125-01_342D9A0C,Benazepril Hydrochloride,93 5125,Orange,Three-sided,10 mg
3424.jpg,00093-0756-01_A82B540A,93,756,False,False,False,fcn_mix_weight/dc_224/3424.jpg,00093-0756-01_A82B540A,Piroxicam,93 756 93 756,Green / Green,Capsule-shape,10 mg
3425.jpg,00003-4222-16_F215F93F,3,4222,False,False,False,fcn_mix_weight/dc_224/3425.jpg,00003-4222-16_F215F93F,Kombiglyze XR,2.5/1000 4222,Yellow,Capsule-shape,metformin hydrochloride extended-release 1000 mg / saxagliptin 2.5 mg
3426.jpg,00245-0041-11_9623CB0E,245,41,False,False,False,fcn_mix_weight/dc_224/3426.jpg,00245-0041-11_9623CB0E,Klor-Con,KC 10; KLOR-CON 10,Orange; Yellow,Round,10 mEq
3427.jpg,00023-9350-07_D4196A7B,23,9350,False,True,False,fcn_mix_weight/dc_224/3427.jpg,00023-9350-07_D4196A7B,Sanctura XR,SAN 60,Orange & White,Capsule-shape,60 mg
3428.jpg,00186-1092-05_191D8CEC,186,1092,False,True,False,fcn_mix_weight/dc_224/3428.jpg,00186-1092-05_191D8CEC,Toprol-XL,A ms,White,Round,100 mg
3429.jpg,00074-3290-13_EC1D766B,74,3290,False,False,False,fcn_mix_weight/dc_224/3429.jpg,00074-3290-13_EC1D766B,Tarka,Logo 244,Brown,Oval,4 mg / 240 mg
343.jpg,50111-0397-01_30269804,50111,397,False,True,False,fcn_mix_weight/dc_224/343.jpg,50111-0397-01_30269804,Hydralazine Hydrochloride,PLIVA 397,Orange,Round,100 mg
3430.jpg,00093-5206-01_682BB40D,93,5206,False,False,False,fcn_mix_weight/dc_224/3430.jpg,00093-5206-01_682BB40D,Oxybutynin Chloride Extended Release,G 341,Purple,Round,5 mg
3431.jpg,00781-1146-01_F422FA27,781,1146,False,False,False,fcn_mix_weight/dc_224/3431.jpg,00781-1146-01_F422FA27,Glyburide,cor 124,Yellow,Round,2.5 mg
3432.jpg,63304-0829-90_D91C6CE3,63304,829,False,True,False,fcn_mix_weight/dc_224/3432.jpg,63304-0829-90_D91C6CE3,Atorvastatin Calcium,RX 829,White,Oval,40 mg
3434.jpg,00093-7366-56_B12FD8DE,93,7366,False,True,False,fcn_mix_weight/dc_224/3434.jpg,00093-7366-56_B12FD8DE,Losartan Potassium,93 7366,Green,Oval,100 mg
3435.jpg,00093-1025-06_8A29C56E,93,1025,False,False,False,fcn_mix_weight/dc_224/3435.jpg,00093-1025-06_8A29C56E,Nefazodone Hydrochloride,93 1025,Yellow,Capsule-shape,200 mg
3436.jpg,00378-0183-01_95204A82,378,183,False,False,False,fcn_mix_weight/dc_224/3436.jpg,00378-0183-01_95204A82,Propranolol Hydrochloride,20 MYLAN 183,Blue,Round,20 mg
3437.jpg,62559-1507-00_8415C24E,62559,1507,False,False,False,fcn_mix_weight/dc_224/3437.jpg,62559-1507-00_8415C24E,Esterified Estrogens and Methyltestosterone ,1507,Green,Capsule-shape,0.625 mg / 1.25 mg
3438.jpg,00093-8035-01_DC266E63,93,8035,False,False,False,fcn_mix_weight/dc_224/3438.jpg,00093-8035-01_DC266E63,Glyburide (Micronized),3 035 N,Blue,Oval,3 mg
3439.jpg,00093-2274-34_022D814C,93,2274,False,True,False,fcn_mix_weight/dc_224/3439.jpg,00093-2274-34_022D814C,Amoxicillin and Clavulanate Potassium,93 2274,White,Oval,500 mg / 125 mg
3440.jpg,00093-3171-01_10268814,93,3171,False,True,False,fcn_mix_weight/dc_224/3440.jpg,00093-3171-01_10268814,Clindamycin Hydrochloride,93 3171 93 3171; TEVA 3171,Red & Turquoise; Red / Blue,Capsule-shape,150 mg
3441.jpg,00093-1172-01_CC2DE65F,93,1172,False,False,False,fcn_mix_weight/dc_224/3441.jpg,00093-1172-01_CC2DE65F,Penicillin V Potassium,93 1172,White,Oval,250 mg
3442.jpg,00093-0135-01_39281CE0,93,135,False,False,False,fcn_mix_weight/dc_224/3442.jpg,00093-0135-01_39281CE0,Carvedilol,93 135; TV 135,White,Oval,6.25 mg
3444.jpg,00093-7236-56_422B2109,93,7236,False,True,False,fcn_mix_weight/dc_224/3444.jpg,00093-7236-56_422B2109,Ondansetron Hydrochloride,93 7236,Yellow,Round,8 mg
3445.jpg,00555-0835-02_98214C5A,555,835,False,False,False,fcn_mix_weight/dc_224/3445.jpg,00555-0835-02_98214C5A,Warfarin Sodium,barr 835 10,White,Oval,10 mg
3448.jpg,00093-1122-01_CC29665B,93,1122,False,False,False,fcn_mix_weight/dc_224/3448.jpg,00093-1122-01_CC29665B,Etodolac ER,93 1122,Orange,Oval,400 mg
3449.jpg,62756-0712-86_890EC4C6,62756,712,False,False,False,fcn_mix_weight/dc_224/3449.jpg,62756-0712-86_890EC4C6,Topiramate,S 712,Brown,Round,200 mg
345.jpg,00093-2080-01_D326E9C7,93,2080,False,True,False,fcn_mix_weight/dc_224/345.jpg,00093-2080-01_D326E9C7,Hydrochlorothiazide,TEVA 2080,White,Capsule-shape,12.5 mg
3451.jpg,00093-3171-01_10268814,93,3171,False,True,False,fcn_mix_weight/dc_224/3451.jpg,00093-3171-01_10268814,Clindamycin Hydrochloride,93 3171 93 3171; TEVA 3171,Red & Turquoise; Red / Blue,Capsule-shape,150 mg
3452.jpg,50458-0551-01_0F1607A0,50458,551,False,True,False,fcn_mix_weight/dc_224/3452.jpg,50458-0551-01_0F1607A0,Invega,PALI 6,Beige,Oval,6 mg
3453.jpg,00172-3762-60_8B21C5AE,172,3762,False,True,False,fcn_mix_weight/dc_224/3453.jpg,00172-3762-60_8B21C5AE,Lisinopril,3762 Logo,White,Oval,30 mg
3454.jpg,50111-0482-01_3D301EF0,50111,482,False,True,False,fcn_mix_weight/dc_224/3454.jpg,50111-0482-01_3D301EF0,Theophylline Extended-Release,PLIVA 482,White,Oval,200 mg
3455.jpg,00093-0733-01_672B3399,93,733,False,True,False,fcn_mix_weight/dc_224/3455.jpg,00093-0733-01_672B3399,Metoprolol Tartrate,93 733,Pink,Round,50 mg
3456.jpg,00228-2633-06_6C203671,228,2633,False,True,False,fcn_mix_weight/dc_224/3456.jpg,00228-2633-06_6C203671,,,,,
3459.jpg,53489-0400-01_C01C6053,53489,400,False,False,False,fcn_mix_weight/dc_224/3459.jpg,53489-0400-01_C01C6053,,,,,
346.jpg,00172-4357-49_622DB11D,172,4357,False,True,False,fcn_mix_weight/dc_224/346.jpg,00172-4357-49_622DB11D,Ranitidine Hydrochloride,150 Logo 4357,Beige,Round,150 mg
3460.jpg,50111-0470-01_FB2FFDFF,50111,470,False,False,False,fcn_mix_weight/dc_224/3460.jpg,50111-0470-01_FB2FFDFF,Propranolol Hydrochloride,SL 470; PLIVA 470,Pink,Round,60 mg
3461.jpg,49884-0401-91_421CA105,49884,401,False,True,False,fcn_mix_weight/dc_224/3461.jpg,49884-0401-91_421CA105,Risperidone (Orally Disintegrating),P 401,White,Round,2 mg
3462.jpg,00832-1025-00_73233989,832,1025,False,True,False,fcn_mix_weight/dc_224/3462.jpg,00832-1025-00_73233989,Baclofen,832 BC 20,White,Round,20 mg
3463.jpg,00172-3761-60_0E2D0708,172,3761,False,True,False,fcn_mix_weight/dc_224/3463.jpg,00172-3761-60_0E2D0708,Lisinopril,3761 Logo,White,Round,40 mg
3464.jpg,00078-0574-15_3E1D9F4C,78,574,False,False,False,fcn_mix_weight/dc_224/3464.jpg,00078-0574-15_3E1D9F4C,Valturna,NVR SNB,Brown,Oval,aliskiren 300 mg / valsartan 320 mg
3465.jpg,00378-3857-77_FD1C7EE3,378,3857,False,True,False,fcn_mix_weight/dc_224/3465.jpg,00378-3857-77_FD1C7EE3,Escitalopram Oxalate,M EC 20,White,Round,20 mg (base)
3466.jpg,00603-5165-32_2F1B97BC,603,5165,False,False,False,fcn_mix_weight/dc_224/3466.jpg,00603-5165-32_2F1B97BC,,,,,
3468.jpg,00093-0811-01_15270A98,93,811,False,True,False,fcn_mix_weight/dc_224/3468.jpg,00093-0811-01_15270A98,Nortriptyline Hydrochloride,TEVA 25 mg 0811; 25 mg 93 811,White / Orange; Orange & White,Capsule-shape,25 mg
347.jpg,00093-7115-98_732BB9AD,93,7115,False,False,False,fcn_mix_weight/dc_224/347.jpg,00093-7115-98_732BB9AD,Paroxetine Hydrochloride,7115 9 3,Pink,Round,20 mg
3470.jpg,00093-1063-01_22269114,93,1063,False,False,False,fcn_mix_weight/dc_224/3470.jpg,00093-1063-01_22269114,Sotalol Hydrochloride,93 63,White,Oval,240 mg
3472.jpg,65580-0302-03_04128254,65580,302,False,False,False,fcn_mix_weight/dc_224/3472.jpg,65580-0302-03_04128254,Venlafaxine Hydrochloride Extended Release,OS 302,White,Round,75 mg
3473.jpg,51285-0063-90_6F2D3799,51285,63,False,False,False,fcn_mix_weight/dc_224/3473.jpg,51285-0063-90_6F2D3799,,,,,
3474.jpg,00555-9028-58_642FB23D,555,9028,False,False,False,fcn_mix_weight/dc_224/3474.jpg,00555-9028-58_642FB23D,Junel Fe 1.5/30,b 247,Brown,Round,ferrous fumarate 75 mg
3475.jpg,00378-7002-93_42242111,378,7002,False,False,False,fcn_mix_weight/dc_224/3475.jpg,00378-7002-93_42242111,Paroxetine Hydrochloride,M N 2,Blue,Oval,20 mg
3476.jpg,00093-7293-53_871C43D2,93,7293,False,True,False,fcn_mix_weight/dc_224/3476.jpg,00093-7293-53_871C43D2,,,,,
3478.jpg,00172-4364-60_C527E2FF,172,4364,False,True,False,fcn_mix_weight/dc_224/3478.jpg,00172-4364-60_C527E2FF,Labetalol Hydrochloride,TEVA 4364; Logo 4364 100,Yellow,Round,100 mg
3479.jpg,00093-2203-01_CE27E77F,93,2203,False,True,False,fcn_mix_weight/dc_224/3479.jpg,00093-2203-01_CE27E77F,Metoclopramide Hydrochloride,TEVA 2203; BL 93,White,Round,10 mg
348.jpg,00006-0749-54_821DC16E,6,749,False,False,False,fcn_mix_weight/dc_224/348.jpg,00006-0749-54_821DC16E,Zocor,ZOCOR MSD 749,Pink,U-shape,40 mg
3480.jpg,51285-0406-02_E91FF4AF,51285,406,False,True,False,fcn_mix_weight/dc_224/3480.jpg,51285-0406-02_E91FF4AF,Enjuvia,E 1,White,Oval,0.3 mg
3481.jpg,00378-2074-01_8B2145CA,378,2074,False,False,False,fcn_mix_weight/dc_224/3481.jpg,00378-2074-01_8B2145CA,Lisinopril,M L 24,White,Round,10 mg
3483.jpg,00172-5412-79_862DC31E,172,5412,False,False,False,fcn_mix_weight/dc_224/3483.jpg,00172-5412-79_862DC31E,Fluconazole,Logo 150 5412,Pink,Oval,150 mg
3484.jpg,00093-2264-01_DE296F5B,93,2264,False,True,False,fcn_mix_weight/dc_224/3484.jpg,00093-2264-01_DE296F5B,Amoxicillin,93 2264,White,Oval,875 mg
3485.jpg,00093-5118-98_452D2299,93,5118,False,True,False,fcn_mix_weight/dc_224/3485.jpg,00093-5118-98_452D2299,Diltiazem Hydrochloride Extended-Release (CD),BVF 240 BVF 240,Green,Capsule-shape,240 mg
3486.jpg,00093-7239-98_A71DD3FE,93,7239,False,False,False,fcn_mix_weight/dc_224/3486.jpg,00093-7239-98_A71DD3FE,,,,,
3487.jpg,51285-0083-70_2E2F970C,51285,83,False,False,False,fcn_mix_weight/dc_224/3487.jpg,51285-0083-70_2E2F970C,,,,,
3488.jpg,00093-7158-06_312B98DC,93,7158,False,True,False,fcn_mix_weight/dc_224/3488.jpg,00093-7158-06_312B98DC,Clarithromycin,93 7158,Yellow,Oval,500 mg
3489.jpg,00172-4366-60_7F26BFF5,172,4366,False,True,False,fcn_mix_weight/dc_224/3489.jpg,00172-4366-60_7F26BFF5,,,,,
349.jpg,00093-5215-01_562BAB0D,93,5215,False,False,False,fcn_mix_weight/dc_224/349.jpg,00093-5215-01_562BAB0D,Hydrochlorothiazide and Moexipril Hydrochloride,9 3 5215,Yellow,Capsule-shape,25 mg / 15 mg
3490.jpg,00093-1049-98_CE29E75F,93,1049,False,False,False,fcn_mix_weight/dc_224/3490.jpg,00093-1049-98_CE29E75F,Metformin Hydrochloride,93 49,White,Oval,850 mg
3491.jpg,68462-0208-01_7A1B3D59,68462,208,False,True,False,fcn_mix_weight/dc_224/3491.jpg,68462-0208-01_7A1B3D59,Moexipril Hydrochloride,G 208,Brown,Round,15 mg
3494.jpg,00378-1125-01_7E203F41,378,1125,False,True,False,fcn_mix_weight/dc_224/3494.jpg,00378-1125-01_7E203F41,Glyburide (Micronized),M 125,Yellow,Oval,3 mg
3497.jpg,00597-0046-60_C01DE05F,597,46,False,True,False,fcn_mix_weight/dc_224/3497.jpg,00597-0046-60_C01DE05F,Viramune,54 193,White,Oval,200 mg
35.jpg,00093-7383-01_56292B49,93,7383,False,True,False,fcn_mix_weight/dc_224/35.jpg,00093-7383-01_56292B49,Venlafaxine Hydrochloride,9 3 7383,Orange,Round,100 mg
3500.jpg,00378-0501-01_CA21657B,378,501,False,True,False,fcn_mix_weight/dc_224/3500.jpg,00378-0501-01_CA21657B,Bisoprolol Fumarate and Hydrochlorothiazide,501 M,Orange,Round,2.5 mg / 6.25 mg
3503.jpg,00781-2201-01_D01DE80F,781,2201,False,True,False,fcn_mix_weight/dc_224/3503.jpg,00781-2201-01_D01DE80F,Temazepam,GG 531 GG 531,Green / White,Capsule-shape,15 mg
3504.jpg,00093-7465-98_761DBB6D,93,7465,False,True,False,fcn_mix_weight/dc_224/3504.jpg,00093-7465-98_761DBB6D,Irbesartan,TEVA 7465,White,Capsule-shape,150 mg
3505.jpg,00093-5061-01_7C2D3E29,93,5061,False,True,False,fcn_mix_weight/dc_224/3505.jpg,00093-5061-01_7C2D3E29,Hydroxyzine Hydrochloride,TV 308,White,Round,25 mg
3507.jpg,00093-7327-01_B02D580A,93,7327,False,True,False,fcn_mix_weight/dc_224/3507.jpg,00093-7327-01_B02D580A,Trandolapril,93 7327,Pink,Oval,4 mg
3508.jpg,00093-1087-01_9E29CF5E,93,1087,False,True,False,fcn_mix_weight/dc_224/3508.jpg,00093-1087-01_9E29CF5E,Cefaclor ER,93 1087,Blue,Oval,500 mg
3509.jpg,00555-0887-02_A02F505A,555,887,False,False,False,fcn_mix_weight/dc_224/3509.jpg,00555-0887-02_A02F505A,Estradiol,b 887 2,Green,Oval,2 mg
351.jpg,51285-0538-02_9F304FB2,51285,538,False,True,False,fcn_mix_weight/dc_224/351.jpg,51285-0538-02_9F304FB2,,,,,
3510.jpg,00093-7214-98_C929E4EF,93,7214,False,True,False,fcn_mix_weight/dc_224/3510.jpg,00093-7214-98_C929E4EF,Metformin Hydrochloride,93 72 14,White,Oval,1000 mg
3511.jpg,00172-4096-60_B726DBE6,172,4096,False,False,False,fcn_mix_weight/dc_224/3511.jpg,00172-4096-60_B726DBE6,Baclofen,TV 4096,White,Round,10 mg
3512.jpg,00172-2908-60_BC26DE56,172,2908,False,True,False,fcn_mix_weight/dc_224/3512.jpg,00172-2908-60_BC26DE56,Furosemide,TEVA 2908; Logo 2908,White,Round,20 mg
3515.jpg,67253-0902-10_AC15561A,67253,902,False,False,False,fcn_mix_weight/dc_224/3515.jpg,67253-0902-10_AC15561A,Alprazolam,S 902,Green,Oval,1 mg
3516.jpg,00555-9034-58_6D2FB6BD,555,9034,False,True,False,fcn_mix_weight/dc_224/3516.jpg,00555-9034-58_6D2FB6BD,Balziva,b 735; b 944,White; Peach,Round,inert; ethinyl estradiol 0.035 mg / norethindrone 0.4 mg
3517.jpg,00093-0132-01_15298A8C,93,132,False,False,False,fcn_mix_weight/dc_224/3517.jpg,00093-0132-01_15298A8C,"Lamotrigine (Chewable, Dispersible)",93 132,White,Oval,25 mg
3518.jpg,23635-0108-20_DC1DEE0F,23635,108,False,True,False,fcn_mix_weight/dc_224/3518.jpg,23635-0108-20_DC1DEE0F,TussiCaps,M HP/CP 10/8,Beige,Capsule-shape,8 mg / 10 mg
3519.jpg,00172-3761-60_0E2D0708,172,3761,False,False,False,fcn_mix_weight/dc_224/3519.jpg,00172-3761-60_0E2D0708,Lisinopril,3761 Logo,White,Round,40 mg
3521.jpg,00172-3758-60_092D04F8,172,3758,False,False,False,fcn_mix_weight/dc_224/3521.jpg,00172-3758-60_092D04F8,Lisinopril,Logo 3758,White,Four-sided,5 mg
3522.jpg,00093-5455-28_822DC10E,93,5455,False,False,False,fcn_mix_weight/dc_224/3522.jpg,00093-5455-28_822DC10E,,,,,
3524.jpg,00093-3123-01_EB26F597,93,3123,False,True,False,fcn_mix_weight/dc_224/3524.jpg,00093-3123-01_EB26F597,Dicloxacillin Sodium,TEVA 3123; 93 3123 93 3123,Green,Capsule-shape,250 mg
3525.jpg,00093-7382-01_64293269,93,7382,False,False,False,fcn_mix_weight/dc_224/3525.jpg,00093-7382-01_64293269,Venlafaxine Hydrochloride,9 3 7382,Orange,Round,75 mg
3526.jpg,00172-5410-46_502DA81D,172,5410,False,True,False,fcn_mix_weight/dc_224/3526.jpg,00172-5410-46_502DA81D,Fluconazole,Logo 50 5410,Pink,Oval,50 mg
3527.jpg,00093-7258-56_28301410,93,7258,False,False,False,fcn_mix_weight/dc_224/3527.jpg,00093-7258-56_28301410,Valacyclovir Hydrochloride,93 7258,Blue,Capsule-shape,500 mg
3528.jpg,00093-7198-56_C429620B,93,7198,False,True,False,fcn_mix_weight/dc_224/3528.jpg,00093-7198-56_C429620B,Fluoxetine Hydrochloride,TEVA 7198; 93 7198 93 7198,Blue & Orange,Capsule-shape,40 mg
3529.jpg,00093-5118-98_452D2299,93,5118,False,True,False,fcn_mix_weight/dc_224/3529.jpg,00093-5118-98_452D2299,Diltiazem Hydrochloride Extended-Release (CD),BVF 240 BVF 240,Green,Capsule-shape,240 mg
3530.jpg,00093-9774-01_F922FC97,93,9774,False,True,False,fcn_mix_weight/dc_224/3530.jpg,00093-9774-01_F922FC97,Hydroxychloroquine Sulfate,93 9774,White,Capsule-shape,200 mg
3532.jpg,00172-5729-60_092804E0,172,5729,False,False,False,fcn_mix_weight/dc_224/3532.jpg,00172-5729-60_092804E0,Famotidine,TEVA 5729,Tan,Round,40 mg
3533.jpg,00781-5189-01_7523BAED,781,5189,False,True,False,fcn_mix_weight/dc_224/3533.jpg,00781-5189-01_7523BAED,Levothyroxine Sodium,200 GG 340,Pink,Capsule-shape,200 mcg (0.2 mg)
3534.jpg,00093-0711-01_7E2B3F69,93,711,False,True,False,fcn_mix_weight/dc_224/3534.jpg,00093-0711-01_7E2B3F69,Flurbiprofen,93 711,Blue,Round,100 mg
3537.jpg,00093-7270-98_9027C85E,93,7270,False,False,False,fcn_mix_weight/dc_224/3537.jpg,00093-7270-98_9027C85E,Pravastatin Sodium,TEVA 7270; 93 7270,White,Oval,80 mg
3538.jpg,58468-0130-01_D71C6B93,58468,130,False,True,False,fcn_mix_weight/dc_224/3538.jpg,58468-0130-01_D71C6B93,Renvela,RENVELA 800,White,Oval,sevelamer carbonate 800 mg
3539.jpg,00093-7671-01_FE26FF27,93,7671,False,True,False,fcn_mix_weight/dc_224/3539.jpg,00093-7671-01_FE26FF27,,,,,
3540.jpg,00093-3012-84_F32CF987,93,3012,False,False,False,fcn_mix_weight/dc_224/3540.jpg,00093-3012-84_F32CF987,Clozapine (Orally Disintegrating),A06,Yellow,Round,25 mg
3541.jpg,00555-9016-58_4D2FA69D,555,9016,False,True,False,fcn_mix_weight/dc_224/3541.jpg,00555-9016-58_4D2FA69D,Sprintec,b 987; b 143,White; Blue,Round,inert; ethinyl estradiol 0.035 mg / norgestimate 0.25 mg
3542.jpg,00172-3649-60_A126D0D6,172,3649,False,False,False,fcn_mix_weight/dc_224/3542.jpg,00172-3649-60_A126D0D6,Glipizide,TEVA 9201,White,Round,5 mg
3543.jpg,00078-0572-15_381D9C4C,78,572,False,True,False,fcn_mix_weight/dc_224/3543.jpg,00078-0572-15_381D9C4C,Valturna,NVR HDU,Red,Oval,aliskiren 150 mg / valsartan 160mg
3544.jpg,59762-2002-01_E81DF46F,59762,2002,False,True,False,fcn_mix_weight/dc_224/3544.jpg,59762-2002-01_E81DF46F,Ziprasidone Hydrochloride,G 2002 G 2002,Blue,Capsule-shape,40 mg
3545.jpg,65862-0142-01_A621537A,65862,142,False,True,False,fcn_mix_weight/dc_224/3545.jpg,65862-0142-01_A621537A,Carvedilol,E 01,White,Oval,3.125 mg
3546.jpg,00555-9012-58_7F2FBFBD,555,9012,False,True,False,fcn_mix_weight/dc_224/3546.jpg,00555-9012-58_7F2FBFBD,Nortrel 7/7/7,b 942; b 943; b 951,Yellow; Blue; Peach,Round,ethinyl estradiol 0.035 mg / norethindrone 1 mg; ethinyl estradiol 0.035 mg / norethindrone 0.5 mg; ethinyl estradiol 0.035 mg / norethindrone 0.75 mg
3548.jpg,00781-1787-01_BA235D2A,781,1787,False,True,False,fcn_mix_weight/dc_224/3548.jpg,00781-1787-01_BA235D2A,Diclofenac Sodium Delayed Release,GG 738,Brown,Round,50 mg
3549.jpg,00093-1025-06_8A29C56E,93,1025,False,True,False,fcn_mix_weight/dc_224/3549.jpg,00093-1025-06_8A29C56E,Nefazodone Hydrochloride,93 1025,Yellow,Capsule-shape,200 mg
355.jpg,00228-2717-11_56232B19,228,2717,False,False,False,fcn_mix_weight/dc_224/355.jpg,00228-2717-11_56232B19,Diclofenac Sodium Extended Release,R 717,Yellow,Round,100 mg
3550.jpg,00172-4286-60_142D8A7C,172,4286,False,False,False,fcn_mix_weight/dc_224/3550.jpg,00172-4286-60_142D8A7C,Verapamil Hydrochloride SR,73 01 LOGO,Orange,Oval,180 mg
3552.jpg,51285-0538-02_9F304FB2,51285,538,False,True,False,fcn_mix_weight/dc_224/3552.jpg,51285-0538-02_9F304FB2,,,,,
3553.jpg,50111-0459-01_1C300E70,50111,459,False,True,False,fcn_mix_weight/dc_224/3553.jpg,50111-0459-01_1C300E70,Theophylline Extended-Release,PLIVA 459; SL 459,White,Capsule-shape,300 mg
3556.jpg,00093-3012-84_F32CF987,93,3012,False,False,False,fcn_mix_weight/dc_224/3556.jpg,00093-3012-84_F32CF987,Clozapine (Orally Disintegrating),A06,Yellow,Round,25 mg
3557.jpg,00093-0576-06_6026B005,93,576,False,True,False,fcn_mix_weight/dc_224/3557.jpg,00093-0576-06_6026B005,Lovastatin,93 576; TEVA 576,Blue,Round,20 mg
3558.jpg,51285-0538-02_9F304FB2,51285,538,False,True,False,fcn_mix_weight/dc_224/3558.jpg,51285-0538-02_9F304FB2,,,,,
3559.jpg,65862-0155-30_FF23FFEF,65862,155,False,False,False,fcn_mix_weight/dc_224/3559.jpg,65862-0155-30_FF23FFEF,Paroxetine Hydrochloride,C 5 6,Pink,Oval,20 mg
356.jpg,00145-3817-03_DA196D7B,145,3817,False,False,False,fcn_mix_weight/dc_224/356.jpg,00145-3817-03_DA196D7B,Soriatane,A-17.5 mg A-17.5 mg,Yellow,Capsule-shape,17.5 mg
3560.jpg,51285-0092-87_BE305F72,51285,92,False,True,False,fcn_mix_weight/dc_224/3560.jpg,51285-0092-87_BE305F72,LoSeasonique,b 28; b 556,Orange; Yellow,Round,ethinyl estradiol 0.01 mg; ethinyl estradiol 0.02 mg / levonorgestrel 0.1 mg
3561.jpg,00093-0090-01_F32979AB,93,90,False,True,False,fcn_mix_weight/dc_224/3561.jpg,00093-0090-01_F32979AB,Epitol,93 93 EPITOL,White,Round,200 mg
3562.jpg,00093-7227-72_CC306663,93,7227,False,True,False,fcn_mix_weight/dc_224/3562.jpg,00093-7227-72_CC306663,Ribavirin,93 7227 93 7227,White,Capsule-shape,200 mg
3563.jpg,00591-0388-01_BB1FDD9E,591,388,False,True,False,fcn_mix_weight/dc_224/3563.jpg,00591-0388-01_BB1FDD9E,Acetaminophen and Hydrocodone Bitartrate,WATSON 388,White,Oval,500 mg / 2.5 mg
3564.jpg,00456-1420-30_44132249,456,1420,False,False,False,fcn_mix_weight/dc_224/3564.jpg,00456-1420-30_44132249,Bystolic,FL 20,Blue,Three-sided,20 mg
3565.jpg,00143-9920-01_A4265272,143,9920,False,True,False,fcn_mix_weight/dc_224/3565.jpg,00143-9920-01_A4265272,Glyburide (Micronized),H 5,Yellow,Oval,6 mg
3567.jpg,00093-7121-98_5D2BAE9D,93,7121,False,False,False,fcn_mix_weight/dc_224/3567.jpg,00093-7121-98_5D2BAE9D,Paroxetine Hydrochloride,7121 93,Green,Round,40 mg
